message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ;;;;message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ
390;23.728;0.963863;0.803868;1.822237;0.377620;-1.966864;-1.913102;-0.524774;;;;;;;;;;;;
391;23.7881;0.956647;0.803849;1.821673;0.377303;-1.966120;-1.912310;-0.525707;;;;;;;;;;;;
392;23.8482;0.956647;0.803846;1.821142;0.377010;-1.965223;-1.911571;-0.526911;;;;;;;;;;;;
393;23.915;0.957432;0.803819;1.820648;0.376718;-1.964415;-1.910828;-0.527974;;;;;;;;;;;;
394;23.968;0.956483;0.803800;1.820112;0.376426;-1.963621;-1.909967;-0.529080;;;;;;;;;;;;
395;24.035;0.955589;0.803799;1.819570;0.376183;-1.962835;-1.909195;-0.530260;;;;;;;;;;;;
396;24.095;0.962756;0.803812;1.819062;0.375897;-1.962049;-1.908427;-0.531321;;;;;;;;;;;;
397;24.154;0.963088;0.803811;1.818579;0.375505;-1.961280;-1.907822;-0.532173;;;;;;;;;;;;
398;24.214;0.963088;0.803774;1.818039;0.375166;-1.960532;-1.907017;-0.533172;;;;;;;;;;;;
399;24.274;0.957856;0.803748;1.817504;0.374925;-1.959765;-1.906272;-0.534352;;;;;;;;;;;;
400;24.3341;0.957856;0.803746;1.817011;0.374638;-1.958958;-1.905566;-0.535410;;;;;;;;;;;;
401;24.3992;0.957517;0.803748;1.816506;0.374348;-1.958134;-1.904823;-0.536471;;;;;;;;;;;;
402;24.4541;0.950587;0.803720;1.816011;0.374053;-1.957396;-1.904152;-0.537229;;;;;;;;;;;;
403;24.514;0.957969;0.803689;1.815507;0.373754;-1.956584;-1.903360;-0.538265;;;;;;;;;;;;
404;24.574;0.957969;0.803688;1.815022;0.373487;-1.955701;-1.902545;-0.539456;;;;;;;;;;;;
405;24.6414;0.959149;0.803690;1.814545;0.373223;-1.954937;-1.901886;-0.540388;;;;;;;;;;;;
406;24.695;0.959149;0.803667;1.814029;0.372885;-1.954121;-1.901091;-0.541501;;;;;;;;;;;;
407;24.754;0.950785;0.803653;1.813528;0.372572;-1.953268;-1.900329;-0.542573;;;;;;;;;;;;
408;24.8256;0.950785;0.803646;1.813045;0.372298;-1.952407;-1.899519;-0.543785;;;;;;;;;;;;
409;24.9033;0.962327;0.803629;1.812574;0.372021;-1.951691;-1.898874;-0.544539;;;;;;;;;;;;
410;24.9589;0.956496;0.803598;1.812108;0.371756;-1.950874;-1.898203;-0.545583;;;;;;;;;;;;
411;25.0159;0.956496;0.803623;1.811574;0.371473;-1.950132;-1.897395;-0.546700;;;;;;;;;;;;
412;25.0761;0.957258;0.803639;1.811102;0.371171;-1.949323;-1.896683;-0.547644;;;;;;;;;;;;
413;25.136;0.958785;0.803600;1.810657;0.370921;-1.948597;-1.896096;-0.548394;;;;;;;;;;;;
414;25.1961;0.956367;0.803574;1.810179;0.370623;-1.947902;-1.895404;-0.549209;;;;;;;;;;;;
415;25.2561;0.952475;0.803543;1.809713;0.370324;-1.947142;-1.894758;-0.550052;;;;;;;;;;;;
416;25.316;0.953937;0.803504;1.809229;0.370069;-1.946352;-1.893903;-0.551322;;;;;;;;;;;;
417;25.376;0.953937;0.803526;1.808763;0.369757;-1.945580;-1.893199;-0.552297;;;;;;;;;;;;
418;25.4359;0.958314;0.803545;1.808299;0.369462;-1.944859;-1.892524;-0.553213;;;;;;;;;;;;
419;25.4959;0.958314;0.803500;1.807817;0.369167;-1.944070;-1.891728;-0.554382;;;;;;;;;;;;
420;25.5561;0.956185;0.803478;1.807366;0.368882;-1.943250;-1.890954;-0.555538;;;;;;;;;;;;
421;25.6161;0.957590;0.803486;1.806905;0.368562;-1.942403;-1.890175;-0.556674;;;;;;;;;;;;
422;25.676;0.954534;0.803489;1.806436;0.368304;-1.941548;-1.889362;-0.557895;;;;;;;;;;;;
423;25.736;0.955449;0.803473;1.805982;0.368110;-1.940787;-1.888571;-0.559002;;;;;;;;;;;;
424;25.796;0.960674;0.803468;1.805515;0.367878;-1.939929;-1.887763;-0.560301;;;;;;;;;;;;
425;25.856;0.961474;0.803448;1.805063;0.367559;-1.939241;-1.887072;-0.561195;;;;;;;;;;;;
426;25.9191;0.961878;0.803443;1.804645;0.367222;-1.938540;-1.886396;-0.562005;;;;;;;;;;;;
427;25.9761;0.958571;0.803448;1.804203;0.366983;-1.937802;-1.885710;-0.563126;;;;;;;;;;;;
428;26.0389;0.955716;0.803427;1.803731;0.366656;-1.937181;-1.885087;-0.563750;;;;;;;;;;;;
429;26.096;0.959275;0.803405;1.803308;0.366417;-1.936407;-1.884410;-0.564745;;;;;;;;;;;;
430;26.156;0.956149;0.803375;1.802879;0.366154;-1.935742;-1.883790;-0.565518;;;;;;;;;;;;
431;26.2161;0.956149;0.803369;1.802460;0.365818;-1.934927;-1.883052;-0.566662;;;;;;;;;;;;
432;26.2762;0.960983;0.803358;1.802033;0.365573;-1.934274;-1.882449;-0.567416;;;;;;;;;;;;
433;26.336;0.951382;0.803356;1.801593;0.365315;-1.933504;-1.881640;-0.568654;;;;;;;;;;;;
434;26.396;0.960551;0.803343;1.801138;0.365044;-1.932770;-1.880944;-0.569673;;;;;;;;;;;;
435;26.471;0.956703;0.803339;1.800738;0.364784;-1.932022;-1.880312;-0.570562;;;;;;;;;;;;
436;26.551;0.952840;0.803328;1.800330;0.364480;-1.931270;-1.879681;-0.571492;;;;;;;;;;;;
437;26.6061;0.952792;0.803298;1.799919;0.364238;-1.930599;-1.879015;-0.572337;;;;;;;;;;;;
438;26.6661;0.957450;0.803327;1.799458;0.363994;-1.929878;-1.878225;-0.573404;;;;;;;;;;;;
439;26.7261;0.952458;0.803324;1.799027;0.363768;-1.929041;-1.877359;-0.574598;;;;;;;;;;;;
440;26.7861;0.957795;0.803297;1.798625;0.363532;-1.928149;-1.876511;-0.575988;;;;;;;;;;;;
441;26.8496;0.962859;0.803264;1.798235;0.363165;-1.927434;-1.875848;-0.576769;;;;;;;;;;;;
442;26.9194;0.957045;0.803268;1.797811;0.362805;-1.926648;-1.875110;-0.577792;;;;;;;;;;;;
443;26.9742;0.957045;0.803252;1.797385;0.362578;-1.925951;-1.874493;-0.578777;;;;;;;;;;;;
444;27.032;0.958895;0.803247;1.796974;0.362335;-1.925197;-1.873711;-0.579858;;;;;;;;;;;;
445;27.1028;0.958895;0.803244;1.796582;0.362097;-1.924480;-1.873049;-0.580712;;;;;;;;;;;;
446;27.1585;0.954400;0.803233;1.796193;0.361835;-1.923713;-1.872395;-0.581690;;;;;;;;;;;;
447;27.2144;0.954400;0.803208;1.795790;0.361586;-1.922947;-1.871643;-0.582790;;;;;;;;;;;;
448;27.2743;0.959189;0.803204;1.795388;0.361340;-1.922195;-1.870949;-0.583752;;;;;;;;;;;;
449;27.3369;0.959189;0.803181;1.794983;0.361074;-1.921421;-1.870120;-0.584901;;;;;;;;;;;;
450;27.419;0.959189;0.803187;1.794588;0.360789;-1.920684;-1.869388;-0.585843;;;;;;;;;;;;
451;27.472;0.962302;0.803171;1.794229;0.360571;-1.919924;-1.868805;-0.586835;;;;;;;;;;;;
452;27.5319;0.962302;0.803169;1.793787;0.360286;-1.919222;-1.867865;-0.588065;;;;;;;;;;;;
453;27.5991;0.958787;0.803177;1.793391;0.359993;-1.918556;-1.867267;-0.588929;;;;;;;;;;;;
454;27.652;0.961517;0.803162;1.792993;0.359726;-1.917839;-1.866475;-0.590137;;;;;;;;;;;;
455;27.714;0.960189;0.803161;1.792619;0.359479;-1.917195;-1.865945;-0.590948;;;;;;;;;;;;
456;27.7741;0.961193;0.803164;1.792244;0.359194;-1.916485;-1.865223;-0.591873;;;;;;;;;;;;
457;27.8342;0.961193;0.803128;1.791872;0.358972;-1.915799;-1.864517;-0.592900;;;;;;;;;;;;
458;27.894;0.962313;0.803105;1.791486;0.358737;-1.915071;-1.863800;-0.594047;;;;;;;;;;;;
459;27.9541;0.964907;0.803079;1.791091;0.358478;-1.914380;-1.863139;-0.594968;;;;;;;;;;;;
460;28.0191;0.958662;0.803095;1.790711;0.358219;-1.913704;-1.862446;-0.595863;;;;;;;;;;;;
461;28.074;0.961668;0.803114;1.790359;0.357954;-1.912934;-1.861790;-0.597013;;;;;;;;;;;;
462;28.1339;0.961668;0.803087;1.789994;0.357706;-1.912302;-1.861180;-0.597850;;;;;;;;;;;;
463;28.194;0.958867;0.803065;1.789607;0.357460;-1.911637;-1.860464;-0.598852;;;;;;;;;;;;
464;28.254;0.956659;0.803044;1.789220;0.357187;-1.911054;-1.859767;-0.599553;;;;;;;;;;;;
465;28.3229;0.955828;0.803048;1.788843;0.356959;-1.910341;-1.859195;-0.600446;;;;;;;;;;;;
466;28.3789;0.958749;0.803060;1.788474;0.356700;-1.909709;-1.858667;-0.601268;;;;;;;;;;;;
467;28.4361;0.954761;0.803051;1.788141;0.356405;-1.909045;-1.858076;-0.602125;;;;;;;;;;;;
468;28.496;0.961762;0.803050;1.787776;0.356167;-1.908442;-1.857505;-0.602897;;;;;;;;;;;;
469;28.5561;0.961762;0.803017;1.787393;0.355895;-1.907784;-1.856769;-0.603821;;;;;;;;;;;;
470;28.6258;0.955238;0.802995;1.787025;0.355672;-1.907237;-1.856231;-0.604362;;;;;;;;;;;;
471;28.6868;0.956324;0.802983;1.786693;0.355479;-1.906537;-1.855690;-0.605165;;;;;;;;;;;;
472;28.7575;0.956324;0.802999;1.786351;0.355243;-1.905890;-1.855087;-0.605989;;;;;;;;;;;;
473;28.8101;0.961990;0.802992;1.785998;0.354991;-1.905259;-1.854544;-0.606801;;;;;;;;;;;;
474;28.875;0.959037;0.802992;1.785622;0.354694;-1.904661;-1.853876;-0.607586;;;;;;;;;;;;
475;28.9299;0.959037;0.802963;1.785286;0.354486;-1.903981;-1.853248;-0.608416;;;;;;;;;;;;
476;28.9901;0.959037;0.802921;1.784925;0.354277;-1.903451;-1.852738;-0.608955;;;;;;;;;;;;
477;29.0589;0.949683;0.802908;1.784564;0.353985;-1.902843;-1.852165;-0.609729;;;;;;;;;;;;
478;29.112;0.949683;0.802944;1.784244;0.353743;-1.902168;-1.851561;-0.610601;;;;;;;;;;;;
479;29.172;0.959441;0.802945;1.783907;0.353487;-1.901544;-1.850947;-0.611361;;;;;;;;;;;;
480;29.232;0.959441;0.802940;1.783552;0.353215;-1.900833;-1.850343;-0.612381;;;;;;;;;;;;
481;29.2921;0.953092;0.802928;1.783190;0.352954;-1.900273;-1.849767;-0.613108;;;;;;;;;;;;
482;29.3523;0.958038;0.802924;1.782835;0.352735;-1.899589;-1.849095;-0.614130;;;;;;;;;;;;
483;29.412;0.961729;0.802923;1.782518;0.352529;-1.898956;-1.848626;-0.614696;;;;;;;;;;;;
484;29.475;0.954502;0.802910;1.782185;0.352280;-1.898350;-1.847992;-0.615383;;;;;;;;;;;;
485;29.542;0.959597;0.802920;1.781854;0.352057;-1.897761;-1.847407;-0.616219;;;;;;;;;;;;
486;29.6019;0.956029;0.802887;1.781489;0.351816;-1.897166;-1.846779;-0.617006;;;;;;;;;;;;
487;29.6621;0.962310;0.802879;1.781155;0.351571;-1.896570;-1.846181;-0.617763;;;;;;;;;;;;
488;29.722;0.962310;0.802852;1.780837;0.351348;-1.895988;-1.845715;-0.618401;;;;;;;;;;;;
489;29.7819;0.962310;0.802849;1.780521;0.351127;-1.895355;-1.845102;-0.619336;;;;;;;;;;;;
490;29.8419;0.962310;0.802874;1.780204;0.350917;-1.894767;-1.844564;-0.620130;;;;;;;;;;;;
491;29.9019;0.958145;0.802865;1.779889;0.350690;-1.894236;-1.844047;-0.620722;;;;;;;;;;;;
492;29.9619;0.958145;0.802844;1.779569;0.350410;-1.893669;-1.843507;-0.621462;;;;;;;;;;;;
493;30.0221;0.965572;0.802828;1.779228;0.350115;-1.893122;-1.842973;-0.622189;;;;;;;;;;;;
494;30.0821;0.961019;0.802814;1.778895;0.349903;-1.892474;-1.842259;-0.623307;;;;;;;;;;;;
495;30.142;0.954650;0.802818;1.778576;0.349685;-1.891886;-1.841806;-0.623988;;;;;;;;;;;;
496;30.202;0.957691;0.802803;1.778273;0.349442;-1.891293;-1.841181;-0.624792;;;;;;;;;;;;
497;30.262;0.959327;0.802791;1.777959;0.349244;-1.890809;-1.840753;-0.625079;;;;;;;;;;;;
498;30.3224;0.956379;0.802782;1.777654;0.349059;-1.890248;-1.840151;-0.625808;;;;;;;;;;;;
499;30.3821;0.957129;0.802779;1.777336;0.348839;-1.889582;-1.839599;-0.626632;;;;;;;;;;;;
500;30.4419;0.957129;0.802776;1.777019;0.348590;-1.889035;-1.839116;-0.627208;;;;;;;;;;;;
501;30.504;0.955730;0.802767;1.776694;0.348315;-1.888367;-1.838429;-0.628190;;;;;;;;;;;;
502;30.564;0.952744;0.802774;1.776403;0.348075;-1.887817;-1.837888;-0.628819;;;;;;;;;;;;
503;30.624;0.963086;0.802764;1.776118;0.347845;-1.887264;-1.837384;-0.629367;;;;;;;;;;;;
504;30.684;0.955896;0.802746;1.775816;0.347646;-1.886695;-1.836878;-0.630093;;;;;;;;;;;;
505;30.7439;0.957957;0.802725;1.775505;0.347446;-1.886167;-1.836386;-0.630747;;;;;;;;;;;;
506;30.804;0.957957;0.802714;1.775181;0.347206;-1.885526;-1.835798;-0.631637;;;;;;;;;;;;
507;30.864;0.959190;0.802720;1.774870;0.346938;-1.884998;-1.835205;-0.632288;;;;;;;;;;;;
508;30.9239;0.959190;0.802715;1.774563;0.346695;-1.884433;-1.834689;-0.632975;;;;;;;;;;;;
509;30.984;0.956968;0.802685;1.774275;0.346500;-1.883905;-1.834223;-0.633606;;;;;;;;;;;;
510;31.044;0.958523;0.802681;1.773997;0.346343;-1.883382;-1.833824;-0.634065;;;;;;;;;;;;
511;31.104;0.953439;0.802689;1.773704;0.346189;-1.882826;-1.833267;-0.634756;;;;;;;;;;;;
512;31.164;0.953100;0.802721;1.773393;0.345976;-1.882335;-1.832858;-0.635269;;;;;;;;;;;;
513;31.254;0.954767;0.802710;1.773108;0.345655;-1.881843;-1.832543;-0.635773;;;;;;;;;;;;
514;31.319;0.958106;0.802691;1.772796;0.345388;-1.881380;-1.831942;-0.636316;;;;;;;;;;;;
515;31.3841;0.954167;0.802633;1.772518;0.345225;-1.880894;-1.831645;-0.636734;;;;;;;;;;;;
516;31.447;0.956302;0.802636;1.772258;0.345006;-1.880365;-1.831163;-0.637196;;;;;;;;;;;;
517;31.504;0.956302;0.802643;1.771956;0.344734;-1.879827;-1.830597;-0.637862;;;;;;;;;;;;
518;31.567;0.953960;0.802638;1.771658;0.344519;-1.879300;-1.830127;-0.638531;;;;;;;;;;;;
519;31.6269;0.953960;0.802617;1.771376;0.344340;-1.878744;-1.829636;-0.639166;;;;;;;;;;;;
520;31.6948;0.951554;0.802625;1.771093;0.344142;-1.878165;-1.829169;-0.639732;;;;;;;;;;;;
521;31.7461;0.952096;0.802653;1.770803;0.343929;-1.877640;-1.828661;-0.640367;;;;;;;;;;;;
522;31.806;0.952096;0.802633;1.770511;0.343695;-1.877119;-1.828164;-0.640914;;;;;;;;;;;;
523;31.866;0.961554;0.802622;1.770225;0.343445;-1.876521;-1.827619;-0.641777;;;;;;;;;;;;
524;31.926;0.960320;0.802607;1.769961;0.343201;-1.876020;-1.827020;-0.642357;;;;;;;;;;;;
525;31.986;0.954848;0.802603;1.769692;0.343014;-1.875494;-1.826626;-0.642821;;;;;;;;;;;;
526;32.046;0.954062;0.802601;1.769403;0.342839;-1.874818;-1.825875;-0.643964;;;;;;;;;;;;
527;32.1061;0.954261;0.802588;1.769108;0.342636;-1.874314;-1.825483;-0.644526;;;;;;;;;;;;
528;32.166;0.960759;0.802603;1.768812;0.342387;-1.873782;-1.824937;-0.645281;;;;;;;;;;;;
529;32.226;0.960759;0.802593;1.768556;0.342172;-1.873187;-1.824431;-0.646163;;;;;;;;;;;;
530;32.3027;0.962049;0.802575;1.768302;0.341998;-1.872771;-1.824069;-0.646560;;;;;;;;;;;;
531;32.3582;0.953906;0.802559;1.768057;0.341816;-1.872368;-1.823589;-0.647018;;;;;;;;;;;;
532;32.414;0.957938;0.802547;1.767772;0.341613;-1.871790;-1.822919;-0.647913;;;;;;;;;;;;
533;32.474;0.957162;0.802538;1.767515;0.341400;-1.871329;-1.822513;-0.648366;;;;;;;;;;;;
534;32.534;0.957162;0.802531;1.767257;0.341159;-1.870859;-1.822225;-0.648861;;;;;;;;;;;;
535;32.5998;0.957162;0.802528;1.766988;0.340966;-1.870437;-1.821747;-0.649428;;;;;;;;;;;;
536;32.6541;0.956167;0.802530;1.766706;0.340784;-1.870062;-1.821288;-0.649859;;;;;;;;;;;;
537;32.714;0.956167;0.802525;1.766417;0.340590;-1.869617;-1.820954;-0.650349;;;;;;;;;;;;
538;32.7759;0.951199;0.802518;1.766150;0.340324;-1.869107;-1.820490;-0.650991;;;;;;;;;;;;
539;32.834;0.951199;0.802501;1.765906;0.340105;-1.868670;-1.820166;-0.651405;;;;;;;;;;;;
540;32.9043;0.955661;0.802508;1.765672;0.339926;-1.868197;-1.819730;-0.651996;;;;;;;;;;;;
541;32.956;0.949399;0.802527;1.765404;0.339734;-1.867766;-1.819241;-0.652513;;;;;;;;;;;;
542;33.0162;0.949399;0.802499;1.765154;0.339535;-1.867317;-1.818924;-0.652719;;;;;;;;;;;;
543;33.083;0.951178;0.802477;1.764881;0.339324;-1.866842;-1.818421;-0.653286;;;;;;;;;;;;
544;33.136;0.958407;0.802463;1.764626;0.339124;-1.866317;-1.817919;-0.653962;;;;;;;;;;;;
545;33.1959;0.958407;0.802454;1.764378;0.338946;-1.865858;-1.817620;-0.654349;;;;;;;;;;;;
546;33.256;0.965394;0.802474;1.764119;0.338766;-1.865379;-1.817095;-0.655098;;;;;;;;;;;;
547;33.3161;0.967444;0.802485;1.763874;0.338551;-1.864871;-1.816635;-0.655629;;;;;;;;;;;;
548;33.3796;0.957477;0.802458;1.763624;0.338335;-1.864472;-1.816297;-0.655917;;;;;;;;;;;;
549;33.4431;0.955387;0.802452;1.763385;0.338158;-1.863920;-1.815830;-0.656633;;;;;;;;;;;;
550;33.496;0.957431;0.802453;1.763133;0.337973;-1.863496;-1.815418;-0.657030;;;;;;;;;;;;
551;33.563;0.957431;0.802441;1.762887;0.337761;-1.863091;-1.814960;-0.657440;;;;;;;;;;;;
552;33.619;0.962248;0.802435;1.762628;0.337575;-1.862569;-1.814464;-0.658161;;;;;;;;;;;;
553;33.676;0.955928;0.802437;1.762376;0.337408;-1.862083;-1.814074;-0.658651;;;;;;;;;;;;
554;33.7429;0.955928;0.802415;1.762123;0.337211;-1.861667;-1.813636;-0.659147;;;;;;;;;;;;
555;33.7959;0.956138;0.802420;1.761880;0.336946;-1.861084;-1.813213;-0.659881;;;;;;;;;;;;
556;33.8559;0.963081;0.802401;1.761666;0.336738;-1.860642;-1.812886;-0.660141;;;;;;;;;;;;
557;33.9159;0.954827;0.802387;1.761440;0.336583;-1.860182;-1.812472;-0.660655;;;;;;;;;;;;
558;33.9817;0.954827;0.802411;1.761189;0.336391;-1.859682;-1.812028;-0.661240;;;;;;;;;;;;
559;34.0421;0.955290;0.802406;1.760940;0.336169;-1.859299;-1.811693;-0.661538;;;;;;;;;;;;
560;34.1021;0.963188;0.802395;1.760703;0.335967;-1.858817;-1.811268;-0.662145;;;;;;;;;;;;
561;34.1619;0.953885;0.802390;1.760473;0.335809;-1.858407;-1.810858;-0.662687;;;;;;;;;;;;
562;34.2219;0.950991;0.802380;1.760235;0.335646;-1.858077;-1.810484;-0.662944;;;;;;;;;;;;
563;34.2829;0.960683;0.802366;1.759989;0.335490;-1.857665;-1.810019;-0.663456;;;;;;;;;;;;
564;34.3421;0.962192;0.802362;1.759758;0.335310;-1.857257;-1.809696;-0.663814;;;;;;;;;;;;
565;34.4029;0.955248;0.802356;1.759539;0.335084;-1.856789;-1.809264;-0.664379;;;;;;;;;;;;
566;34.463;0.955248;0.802365;1.759314;0.334858;-1.856410;-1.808986;-0.664602;;;;;;;;;;;;
567;34.531;0.960918;0.802370;1.759071;0.334666;-1.855996;-1.808629;-0.665045;;;;;;;;;;;;
568;34.584;0.960500;0.802349;1.758847;0.334512;-1.855517;-1.808088;-0.665853;;;;;;;;;;;;
569;34.6439;0.960500;0.802339;1.758619;0.334351;-1.855136;-1.807820;-0.666157;;;;;;;;;;;;
570;34.7041;0.954192;0.802314;1.758387;0.334157;-1.854755;-1.807488;-0.666493;;;;;;;;;;;;
571;34.7639;0.959834;0.802321;1.758152;0.333976;-1.854272;-1.807014;-0.667100;;;;;;;;;;;;
572;34.8239;0.973661;0.802345;1.757901;0.333776;-1.853830;-1.806607;-0.667672;;;;;;;;;;;;
573;34.8839;0.957305;0.802339;1.757701;0.333576;-1.853443;-1.806142;-0.668176;;;;;;;;;;;;
574;34.9439;0.961646;0.802308;1.757492;0.333399;-1.852970;-1.805761;-0.668778;;;;;;;;;;;;
575;35.0039;0.959841;0.802319;1.757276;0.333157;-1.852531;-1.805451;-0.669160;;;;;;;;;;;;
576;35.064;0.960025;0.802307;1.757069;0.332988;-1.852129;-1.805011;-0.669680;;;;;;;;;;;;
577;35.124;0.962136;0.802313;1.756844;0.332850;-1.851674;-1.804606;-0.670275;;;;;;;;;;;;
578;35.1839;0.962136;0.802314;1.756611;0.332702;-1.851306;-1.804188;-0.670694;;;;;;;;;;;;
579;35.2439;0.956813;0.802304;1.756393;0.332548;-1.850842;-1.803640;-0.671502;;;;;;;;;;;;
580;35.3108;0.954492;0.802288;1.756187;0.332378;-1.850328;-1.803215;-0.672262;;;;;;;;;;;;
581;35.383;0.962447;0.802241;1.755974;0.332154;-1.849908;-1.802926;-0.672574;;;;;;;;;;;;
582;35.4361;0.962447;0.802271;1.755730;0.331928;-1.849542;-1.802444;-0.673127;;;;;;;;;;;;
583;35.5033;0.954738;0.802279;1.755535;0.331768;-1.849046;-1.801931;-0.673755;;;;;;;;;;;;
584;35.5562;0.955109;0.802264;1.755328;0.331626;-1.848710;-1.801582;-0.674091;;;;;;;;;;;;
585;35.6169;0.955109;0.802260;1.755108;0.331460;-1.848314;-1.801143;-0.674621;;;;;;;;;;;;
586;35.6761;0.963186;0.802280;1.754898;0.331255;-1.847835;-1.800756;-0.675175;;;;;;;;;;;;
587;35.736;0.955580;0.802270;1.754679;0.331066;-1.847461;-1.800410;-0.675571;;;;;;;;;;;;
588;35.7962;0.965430;0.802252;1.754454;0.330879;-1.847110;-1.799990;-0.675966;;;;;;;;;;;;
589;35.8561;0.965430;0.802250;1.754252;0.330738;-1.846667;-1.799755;-0.676468;;;;;;;;;;;;
590;35.922;0.957785;0.802230;1.754058;0.330576;-1.846279;-1.799364;-0.676957;;;;;;;;;;;;
591;35.976;0.957785;0.802232;1.753835;0.330388;-1.845992;-1.798929;-0.677261;;;;;;;;;;;;
592;36.0361;0.963248;0.802237;1.753620;0.330202;-1.845565;-1.798589;-0.677738;;;;;;;;;;;;
593;36.0963;0.963248;0.802225;1.753413;0.330041;-1.845187;-1.798319;-0.678077;;;;;;;;;;;;
594;36.1559;0.963248;0.802214;1.753225;0.329870;-1.844742;-1.797938;-0.678578;;;;;;;;;;;;
595;36.2159;0.958577;0.802195;1.753030;0.329687;-1.844361;-1.797687;-0.678890;;;;;;;;;;;;
596;36.276;0.969562;0.802194;1.752839;0.329471;-1.843986;-1.797355;-0.679212;;;;;;;;;;;;
597;36.336;0.960178;0.802201;1.752643;0.329322;-1.843548;-1.796946;-0.679804;;;;;;;;;;;;
598;36.3958;0.960178;0.802205;1.752429;0.329183;-1.843268;-1.796724;-0.679940;;;;;;;;;;;;
599;36.456;0.959924;0.802193;1.752221;0.329032;-1.842939;-1.796416;-0.680277;;;;;;;;;;;;
600;36.516;0.963612;0.802199;1.752006;0.328868;-1.842632;-1.796127;-0.680461;;;;;;;;;;;;
601;36.576;0.956526;0.802196;1.751804;0.328697;-1.842168;-1.795711;-0.681077;;;;;;;;;;;;
602;36.636;0.956526;0.802180;1.751598;0.328523;-1.841849;-1.795505;-0.681174;;;;;;;;;;;;
603;36.703;0.963598;0.802179;1.751426;0.328326;-1.841437;-1.795079;-0.681687;;;;;;;;;;;;
604;36.756;0.963598;0.802192;1.751229;0.328124;-1.840997;-1.794713;-0.682100;;;;;;;;;;;;
605;36.8159;0.959814;0.802178;1.751052;0.327993;-1.840623;-1.794491;-0.682323;;;;;;;;;;;;
606;36.8761;0.959814;0.802189;1.750855;0.327864;-1.840213;-1.794095;-0.682832;;;;;;;;;;;;
607;36.936;0.951426;0.802204;1.750646;0.327719;-1.839854;-1.793794;-0.683018;;;;;;;;;;;;
608;36.9959;0.951426;0.802176;1.750465;0.327567;-1.839390;-1.793388;-0.683568;;;;;;;;;;;;
609;37.0562;0.958277;0.802150;1.750252;0.327399;-1.839056;-1.792994;-0.683954;;;;;;;;;;;;
610;37.127;0.960015;0.802165;1.750063;0.327186;-1.838675;-1.792637;-0.684430;;;;;;;;;;;;
611;37.18;0.961301;0.802143;1.749880;0.327037;-1.838164;-1.792268;-0.685126;;;;;;;;;;;;
612;37.247;0.955745;0.802116;1.749688;0.326896;-1.837814;-1.791858;-0.685485;;;;;;;;;;;;
613;37.3;0.957705;0.802130;1.749489;0.326741;-1.837427;-1.791400;-0.686068;;;;;;;;;;;;
614;37.367;0.960052;0.802117;1.749312;0.326573;-1.837014;-1.791151;-0.686398;;;;;;;;;;;;
615;37.422;0.960052;0.802137;1.749121;0.326356;-1.836605;-1.790686;-0.687066;;;;;;;;;;;;
616;37.4821;0.955109;0.802132;1.748930;0.326182;-1.836270;-1.790301;-0.687620;;;;;;;;;;;;
617;37.5421;0.957737;0.802119;1.748773;0.326052;-1.835925;-1.790041;-0.687927;;;;;;;;;;;;
618;37.6031;0.957737;0.802125;1.748598;0.325900;-1.835518;-1.789653;-0.688332;;;;;;;;;;;;
619;37.6622;0.960553;0.802136;1.748401;0.325750;-1.835171;-1.789251;-0.688834;;;;;;;;;;;;
620;37.722;0.962920;0.802109;1.748209;0.325586;-1.834821;-1.788904;-0.689205;;;;;;;;;;;;
621;37.782;0.962920;0.802093;1.748022;0.325412;-1.834457;-1.788574;-0.689784;;;;;;;;;;;;
622;37.842;0.962920;0.802080;1.747834;0.325269;-1.834170;-1.788126;-0.690247;;;;;;;;;;;;
623;37.902;0.960644;0.802081;1.747651;0.325153;-1.833862;-1.787950;-0.690500;;;;;;;;;;;;
624;37.9621;0.960093;0.802101;1.747450;0.325016;-1.833468;-1.787567;-0.691099;;;;;;;;;;;;
625;38.0228;0.956892;0.802112;1.747283;0.324826;-1.833144;-1.787260;-0.691420;;;;;;;;;;;;
626;38.0867;0.962043;0.802090;1.747119;0.324622;-1.832822;-1.786842;-0.691843;;;;;;;;;;;;
627;38.142;0.958209;0.802069;1.746955;0.324486;-1.832471;-1.786618;-0.692145;;;;;;;;;;;;
628;38.2019;0.958209;0.802060;1.746775;0.324362;-1.832140;-1.786245;-0.692602;;;;;;;;;;;;
629;38.2621;0.960970;0.802080;1.746574;0.324206;-1.831850;-1.785874;-0.692874;;;;;;;;;;;;
630;38.322;0.959034;0.802080;1.746391;0.324035;-1.831508;-1.785584;-0.693244;;;;;;;;;;;;
631;38.382;0.962932;0.802071;1.746232;0.323883;-1.831150;-1.785559;-0.693433;;;;;;;;;;;;
632;38.442;0.950796;0.802061;1.746053;0.323721;-1.830818;-1.785137;-0.693994;;;;;;;;;;;;
633;38.5021;0.966220;0.802058;1.745881;0.323586;-1.830434;-1.784775;-0.694431;;;;;;;;;;;;
634;38.5623;0.954641;0.802060;1.745718;0.323445;-1.830068;-1.784334;-0.695025;;;;;;;;;;;;
635;38.627;0.957646;0.802045;1.745540;0.323298;-1.829840;-1.784105;-0.695140;;;;;;;;;;;;
