message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ
233;14.054;0.000000;0.775115;2.083669;0.429486;1.050338;-2.942829;0.203664
234;14.114;0.000000;0.775186;2.083421;0.430383;1.044518;-2.949932;0.201483
235;14.174;0.000000;0.775230;2.083157;0.431296;1.038665;-2.957061;0.198835
236;14.234;0.000000;0.775282;2.082927;0.432205;-1.030639;2.957627;-0.195842
237;14.294;0.000000;0.775346;2.082713;0.433037;-1.022010;2.956350;-0.193034
238;14.354;0.000000;0.775392;2.082499;0.433845;-1.013465;2.955100;-0.190206
239;14.418;0.000000;0.775421;2.082286;0.434639;-1.004899;2.953899;-0.187098
240;14.478;0.000000;0.775534;2.082062;0.435506;-0.996378;2.952715;-0.184347
241;14.538;0.000000;0.775627;2.081830;0.436270;-0.987896;2.951713;-0.181542
242;14.598;0.000000;0.775666;2.081617;0.437060;-0.979538;2.950816;-0.179138
243;14.658;0.000000;0.775692;2.081412;0.437784;-0.971264;2.949878;-0.176354
244;14.718;0.000000;0.775731;2.081215;0.438505;-0.963061;2.949099;-0.173954
245;14.778;0.000000;0.775779;2.081027;0.439197;-0.954949;2.948368;-0.171298
246;14.838;0.000000;0.775829;2.080847;0.439876;-0.946833;2.947551;-0.168594
247;14.908;0.000000;0.775866;2.080676;0.440567;-0.939002;2.947046;-0.166211
248;14.9679;0.000000;0.775920;2.080513;0.441219;-0.931184;2.946275;-0.163472
249;15.0279;0.000000;0.775998;2.080349;0.441859;-0.923357;2.945856;-0.161397
250;15.0879;0.000000;0.776040;2.080161;0.442491;-0.915553;2.945315;-0.158869
251;15.1479;0.000000;0.776106;2.079997;0.443094;-0.907924;2.944969;-0.156666
252;15.2079;0.000000;0.776189;2.079842;0.443734;-0.900250;2.944402;-0.154191
253;15.2679;0.000000;0.776228;2.079679;0.444268;-0.892736;2.944241;-0.152049
254;15.328;0.000000;0.776285;2.079524;0.444806;-0.885235;2.943960;-0.149843
255;15.3879;0.000000;0.776340;2.079395;0.445326;-0.877794;2.943693;-0.147507
256;15.4479;0.000000;0.776399;2.079265;0.445850;-0.870406;2.943527;-0.145427
257;15.5081;0.000000;0.776459;2.079145;0.446387;-0.863148;2.943312;-0.143178
258;15.568;0.000000;0.776529;2.079023;0.446867;-0.855866;2.943311;-0.141272
259;15.628;0.000000;0.776583;2.078911;0.447345;-0.848636;2.943321;-0.139339
260;15.688;0.000000;0.776649;2.078807;0.447806;-0.841416;2.943201;-0.136734
261;15.7711;0.000000;0.776694;2.078712;0.448201;-0.834353;2.943379;-0.135005
262;15.828;0.000000;0.776730;2.078600;0.448609;-0.827452;2.943422;-0.133021
263;15.8881;0.000000;0.776788;2.078487;0.449094;-0.820553;2.943409;-0.130918
264;15.948;0.000000;0.776849;2.078383;0.449485;-0.813538;2.943539;-0.129002
265;16.008;0.000000;0.776903;2.078296;0.449832;-0.806568;2.943688;-0.126866
266;16.0679;0.000000;0.776978;2.078217;0.450289;-0.799710;2.943907;-0.125064
267;16.1279;0.000000;0.777035;2.078147;0.450656;-0.793016;2.944148;-0.123068
268;16.1879;0.000000;0.777096;2.078069;0.450967;-0.786259;2.944349;-0.120954
269;16.248;0.000000;0.777171;2.077998;0.451322;-0.779568;2.944721;-0.119232
270;16.308;0.000000;0.777234;2.077928;0.451612;-0.772974;2.945046;-0.117514
271;16.3679;0.000000;0.777297;2.077849;0.451920;-0.766386;2.945347;-0.115474
272;16.428;0.000000;0.777334;2.077788;0.452237;-0.759926;2.945810;-0.113797
273;16.4879;0.000000;0.777359;2.077736;0.452465;-0.753525;2.946187;-0.111980
274;16.548;0.000000;0.777460;2.077682;0.452827;-0.747081;2.946565;-0.110155
275;16.608;0.000000;0.777566;2.077653;0.453120;-0.740757;2.947047;-0.108492
276;16.668;0.000000;0.777619;2.077626;0.453296;-0.734478;2.947550;-0.106841
277;16.728;0.000000;0.777677;2.077598;0.453514;-0.728178;2.948090;-0.105199
278;16.7881;0.000000;0.777726;2.077571;0.453792;-0.721914;2.948611;-0.103554
279;16.848;0.000000;0.777777;2.077535;0.454031;-0.715619;2.949232;-0.102056
280;16.908;0.000000;0.777845;2.077516;0.454221;-0.709326;2.949858;-0.100576
281;16.968;0.000000;0.777898;2.077497;0.454394;-0.703154;2.950472;-0.099088
282;17.0279;0.000000;0.777938;2.077479;0.454619;-0.697070;2.951112;-0.097708
283;17.088;0.000000;0.777993;2.077460;0.454785;-0.691103;2.951852;-0.096533
284;17.1497;0.000000;0.778048;2.077449;0.454957;-0.685131;2.952514;-0.095157
285;17.2199;0.000000;0.778111;2.077447;0.455157;-0.679246;2.952976;-0.092541
286;17.276;0.000000;0.778187;2.077445;0.455319;-0.673301;2.953459;-0.089943
287;17.35;0.000000;0.778217;2.077435;0.455426;-0.667525;2.954229;-0.088693
288;17.41;0.000000;0.778250;2.077434;0.455564;-0.661862;2.954877;-0.086843
289;17.47;0.000000;0.778305;2.077432;0.455702;-0.656141;2.955588;-0.085124
290;17.5413;0.000000;0.778365;2.077430;0.455826;-0.650375;2.956434;-0.084051
291;17.598;0.000000;0.778418;2.077429;0.455935;-0.644650;2.957250;-0.082537
292;17.658;0.000000;0.778459;2.077427;0.456043;-0.638988;2.958051;-0.080801
293;17.7199;0.000000;0.778505;2.077426;0.456145;-0.633326;2.958918;-0.079576
294;17.778;0.000000;0.778552;2.077433;0.456226;-0.627768;2.959740;-0.077884
295;17.838;0.000000;0.778608;2.077439;0.456298;-0.622198;2.960632;-0.076638
296;17.898;0.000000;0.778655;2.077438;0.456380;-0.616692;2.961466;-0.075030
297;17.958;0.000000;0.778699;2.077453;0.456496;-0.611182;2.962380;-0.073957
298;18.018;0.000000;0.778748;2.077495;0.456577;-0.605746;2.963199;-0.072179
299;18.0779;0.000000;0.778787;2.077553;0.456626;-0.600375;2.964001;-0.070335
300;18.1379;0.000000;0.778821;2.077612;0.456668;-0.595000;2.964876;-0.069066
301;18.198;0.000000;0.778851;2.077671;0.456741;-0.589660;2.965721;-0.067676
302;18.258;0.000000;0.778889;2.077721;0.456827;-0.584369;2.966537;-0.066010
303;18.318;0.000000;0.778925;2.077779;0.456909;-0.579162;2.967396;-0.064450
304;18.384;0.000000;0.778972;2.077820;0.456930;-0.573964;2.968455;-0.063110
305;18.4487;0.000000;0.779030;2.077878;0.456939;-0.568808;2.969612;-0.062144
306;18.5077;0.000000;0.779068;2.077928;0.456940;-0.563677;2.970782;-0.061078
307;18.5647;0.000000;0.779092;2.077979;0.456934;-0.558624;2.971894;-0.059936
308;18.624;0.000000;0.779112;2.078021;0.456905;-0.553574;2.972927;-0.058535
309;18.686;0.000000;0.779130;2.078046;0.456900;-0.548443;2.973927;-0.057304
310;18.746;0.000000;0.779156;2.078088;0.456873;-0.543431;2.975099;-0.056456
311;18.806;0.000000;0.779180;2.078138;0.456888;-0.538456;2.976075;-0.054973
312;18.866;0.000000;0.779199;2.078180;0.456901;-0.533533;2.977045;-0.053460
313;18.9261;0.000000;0.779221;2.078205;0.456904;-0.528535;2.978237;-0.052448
314;18.986;0.000000;0.779240;2.078256;0.456929;-0.523676;2.979221;-0.051244
315;19.0471;0.000000;0.779261;2.078298;0.456921;-0.518863;2.980225;-0.049908
316;19.107;0.000000;0.779282;2.078340;0.456878;-0.514075;2.981418;-0.048640
317;19.1725;0.000000;0.779305;2.078382;0.456847;-0.509309;2.982580;-0.047729
318;19.228;0.000000;0.779323;2.078433;0.456815;-0.504627;2.983610;-0.046414
319;19.2881;0.000000;0.779336;2.078475;0.456798;-0.499907;2.984581;-0.045024
320;19.3481;0.000000;0.779352;2.078526;0.456774;-0.495215;2.985791;-0.044033
